review,sentiment
"'Moonstruck' is a love story. There is not one romance, there are at least three, but they all have to do with the same family. Loretta's family. Loretta (Cher) is about to marry Johnny Cammareri (Danny Aiello). She doesn't love him, but he is sweet and good man. When he leaves to visit his dying mother in Italy Loretta meets Johnny's brother Ronny (Nicolas Cage). He and Johnny haven't spoken each other in five years and Loretta wants to invite him to the wedding. Of course they fall instantly for each other.<br /><br />How this story and love stories of Loretta's parents and uncle and aunt develop is something you simply have to see for yourself. Every seen is a delight to watch, with Cher as the bright star in the middle of everything. She won and really deserved the Oscar that year. Cage is pretty good, and goofy as well, and Olympia Dukakis as Loretta's mother and Vincent Gardenia as her father are terrific. This movie is funny, charming and therefore highly enjoyable.",1
"In the opening scene of ""Malta Story"" Mr A.Guinness bore such a startling resemblance to Noel Coward that I fully expected his first words to be ""Certain women need striking regularly - like gongs"" or some such world - weary bon mot.Unfortunately his dialogue is hardly deathless prose and even the Master would have had trouble bringing it to life.Indeed Mr Guinness wanders through the picture as if looking for a focal point and failing to find one.And therein lies the fatal weakness of the whole movie.Mr J.Hawkins likewise gives up early on and ends up giving a ""Jack Hawkins"" performance without an ounce of individuality.It could have been spliced from any of a dozen British war movies.Many of the early fifties usual suspects turn up and do their schtick to very little purpose. The Luftwaffe failed to bomb Malta into submission in much the same way as it failed to bring London to its knees.The courage of the Maltese people in the face of incessant danger was recognised by the King and the island was awarded the George Cross.A worthy subject you might think for a movie,but ""Malta Story"" does not even qualify for the term ""worthy"" in its most patronising sense.It gives the appearance of being hastily cobbled together to meet a deadline,perhaps before the actors lost the will to live.",0
"Saw this film on DVD yesterday and was gob-smacked and flabbergasted. The unaffected acting of DDL just blew my mind, and I was surprised by the whole cast and its superb acting. All of the character were so authentic to me, I really took DDL for Christy Burns and Brenda Fricker for his mom. Go and see it! You'll cry your heart out, but you'll experience a wonderful catharsis! Besides, it teaches you one important lesson: Determination is everything. You may be a cripple in the poor suburbs of Dublin, but when you are headstrong enough you will have no problems at all. If you can only operate your left foot you are still good enough to be a painter or a writer. The worst thing you can do when you are mentally challenged is to indulge in self-pity. It won't get you anywhere and the only person who'll pity you will be yourself.",1
"The title creatures wreak havoc at a peaceful little desert town. That's basically the whole plot for this film, and while the scenes devoted to the Munchies themselves are somewhat fun (in a lowbrow kind of way), all the rest is just filler, and bad filler at that. From the ""hero"", who is a painful Woody Allen wannabe, to the ultra-dumb town cop, it's hard to pick the most irritating character in the film. There were some times when almost all of them were on the screen together and I was thinking, ""OK, at least the girlfriend is cute, but why do we have to put up with the rest of those morons?"". The film is also filled with pop references (from Ozzy Osbourne to Linda Blair), which probably made it already dated by the early 90's. (*1/2)",0
"OK. So it's a low-budget ""film"" (I used the quotes because it was shot in Hi-8 video). The acting is universally horrid, the makeup is laughable (the blood looks like it came from Sherwin-Williams and I've seen more convincing bruises made from halloween ghoul kits), and the lighting generally looks like they used someone's borrowed Toyota pickup to shine headlights on the actors.<br /><br />I might be able to forgive these low-budget traits if there were some actual content, if a movie made an attempt to tell a story. But this collection of video footage can boast of no plot, no real characters, and no momentum. It's a self-indulgent mess.<br /><br />And don't worry -- no spoilers here, 'cause there's absolutely nothing to spoil.",0
"I saw this film at a time when I was timidly toying with the idea of moving into my own apartment and starting life on my own. Maybe that is the reason why I took it so seriously. I believed totally in the poor character's psychological degradation inside a Paris of perpetual construction sites, dust, squalor, selfishness, rudeness, malice and decay. I'm giving all the credit to Polanski's artistry in his direction, his playing and his inescapable script but I fainted during the horrible final scene and had to be revived by cognac in the office of the theatre's manager. Luckily for me, my life on my own didn't turn out as disastrous as this (so far) but I have always kept a great respect for an artist who can perform such illusions and so totally immerse himself in the (fake) reality he is trying to convey. Simply put, the man is a genius of the first order and a credit to the human race. This film is the sum of many, many instances of great acting and great casting. As some performances were done in English (the scenes with Shelley Winters and Melvyn Douglas among others) and others in French (with most other characters) and Polanski did his own dubbing in English and French, I heartily recommend, if you happen to be bilingual, to switch the audio from French to English and vice-versa, during the appropriate scenes while watching the magnificent transfer on Paramount DVD. This film is part of Polanski's so-called ""apartment building trilogy"" which also comprises ""Repulsion"" and ""Rosemary's Baby"". Unfortunately, ""Repulsion"" still hasn't made it to a decent DVD transfer in Region 1. Needless to say, the three films would make a magnificent boxset.",1
"1/10 and that's only because I don't go lower with my ratings.<br /><br />skip this ""movie"" and wait for the last movie of the ""Trilogy"", don't buy or rent it. trust me you won't be missing a thing. the Architect brings no new info: _(spoiler)_ there have been more NEO's before him, he's like nr.6 or something. you could already figure something like that out from the first movie: Agent Smith telling us the first Matrix created didn't work because it was too perfect. Trinity died and Neo's ""love"" brought her back, where have I seen this before ? Oh right in the first movie the roles where reversed ! same as the action-scenes nothing new just with more opponents. the Action-scene (the 20+ ships) in the BIG battle which we didn't see (maybe in Revolutions ?), betrayed by someone (hmmmm, maybe the guy holding the knife who wanted to stab Neo?!) who pushed the EGM-button to soon.<br /><br />all in all a shameless ploy to make money (especially off the guys who went to see it more then once), which evidently worked like a charm.",0
"Lucy Alexis Liu and Cillian Murphy are both excellent actors, who can certainly rise to any acting challenge put to them.<br /><br />Unfortunately 'Watching the Detectives (2007)' offers only one to both actors and audience alike: not to fall asleep during a mind-numbingly boring, very predictable and unimaginative story.<br /><br />'Watching the Detectives (2007)' tries very hard to be funny, but the comedy is forced, extremely poorly directed and embarrassing to the verge of complete ridicule.<br /><br />After a third of the film still nothing that may capture even the most willing audience, like the director's friends and relatives, is even hinted at, not to mention actually happening.<br /><br />I'm pretty sure everybody who liked it faked it or had to fake it like Neil's ex-girlfriend did when he showed her an old B&W film she couldn't care less about. 'Watching the Detectives (2007)' is nowhere near category B, it falls somewhere between Q & R, like -Questions? and -Repress the questions! The director knows what he's doing! Well, if his goal was to bore the viewer to death, he has done a very good job!<br /><br />'Watching the Detectives (2007)' was a complete waste of time for Lucy Alexis Liu and Cillian Murphy, bur PLEASE don't let it be a waste of your time!<br /><br />Rating: 0 out of 100.",0
"It sounds as if it should be a biography of Claude Monet but it's actually a highly focused story of relationships between three adolescent girls on a French synchronized swimming team. There are no parents or teachers to speak of, no school, and boys are represented by one peripheral figure, the hunky Francois who enters the story determined from time to time and always leaves confused.<br /><br />Pauline Aquart is the youngest of the three, only aspiring to join the team she so much admires. She's kind of odd looking. She's not yet out of her adolescent growth spurt and has long, bony limbs, big feet, and no derriere to speak of. She's prognathous and sports these plump pursed lips. After a while her appearance grows on you and from certain angles she can come to appear enthralling.<br /><br />Adele Haenel is older -- more, well, more developed physically. What a glamorous figure she cuts in her swim suit, sauntering around, teasing the boys, swishing her long blond hair. But she's not what she seems. Or is she? I couldn't quite figure it out. The French are long on paradoxes and short on consistency. No wonder Francois is always sniffing after her.<br /><br />There's not so much ambiguity in Louse Blachere's character. She's on the team too but she's dumpy and plain, and sensitive about it, and has an intense crush on Francois. Blachere is a good actress and adds to the ungainliness of the character through her performance.<br /><br />The movie deals with the relationships between these three, meaning intrigues, deceptions, hidden feelings, and all the rest of what we associate with young girls who spend much time with one another. This is of course a tricky topic. It becomes trickier during the gradual development of a homoerotic relationship between Pauline and Adele. Not that you should expect this to be a soft porn movie. The only nudity we see is considerably less than a turn on, and what little sex there is under the covers, sometimes literally.<br /><br />I don't think I want to get into the plot or into its analysis too much, partly because it's suggestive rather than expressed through action, partly because it's complex, and partly because I'm not sure I got it all.<br /><br />Let me give an example. Okay. Adele is the girl the others envy. She's also quite distant and self satisfied. On top of that she is apparently schtupping every boy and man in sight if they can be of any use to her at all, from the handsome but dumb Francois to the bus driver she wants a favor from. She brags unashamedly about her expertise in fellatio. When Pauline approaches her about joining the swim team, Adele uses her as a lookout during assignations with the guys. A superior and self-indulgent narcissist, you know? But then the soi-disant slut takes the skinny Pauline under her wing and reveals to Pauline that she's still a virgin. Really? Yes, really. Pauline begins to draw closer to Adele and Adele finally confesses that she'd like to rid herself of her hymen and she would like Pauline to do it for her. Pauline, now drawn sexually to Adele, performs the task with subdued relish. NOW Adele would REALLY like to get it on with a man, preferably older and experienced. So she takes Pauline to a boite where she dances seductively with some guy until she follows Pauline to the powder room. The two girls stand there staring at one another, neither having overtly expressed a sexually tinged interest in the other. But Adele stands so close that Pauline slowly loosens her own reins, reaches up, and kisses Adele on the lips. Adele steps back, smiling, and says, ""There now, that wasn't so bad, was it?"", and then walks back into the club.<br /><br />That's a pretty close description of whatever is going on between Pauline and Adele -- but what the hell IS going on? Initially, Adele treats Pauline like an irrelevant child, later like a close friend, finally like a potential lover -- and the minute Pauline responds, Adele walks off satisfied. Is she USING Pauline the way she seems to be using men? Does it satisfy Adele to know that she now has another person in involuntary servitude? I don't know.<br /><br />I've slighted Louise Blachere as the third member of the trio, the plain and overripe wallflower whose expression always suggests dumbfoundedness but who at least is thoroughly heterosexual and the first of the three to rid herself of that noisome virginity, but I've only skipped her for considerations of space.<br /><br />Should you see it? By all means. (Just compare it to the typical American movie about high school kids.) For men, some of whom have never penetrated the female mystique, this may give you some idea of what it looks like in medium shot.",1
"An unusually straight-faced actioner played by a cast and filmed by a director who obviously took the material seriously. Imperfect, as is to be expected from a film clearly shot on a tight budget, but the drama is involving-- it's one of those films that when it gets repeated ad nauseum on Cinemax 2 or More Max or whatever they call it, you end up watching 40 minute blocks when you're supposed to be going to work. Along W/ ""Deathstalker 2"", ""Chopping Mall"", and ""The Assault"", a reminder that Wynorski is a much more talented director than many of his fellow low-budget brethern, who has a real ability to pace a genre film, when he actually's interested in the material (i.e., don't bother watching any of his Shannon Tweed flicks with a 3 or a 4 after the title!) Actors who've had too little to do recently (Mancuso, Ford, even Gary Sandy for chrissakes) really put their all into some of their best roles in years -- as for Grieco, he has the right look, although his acting is a bit one-note -- it's clear his character is supposed to be self-destructing throughout the film, but Grieco doesn't quite convey it. I checked IMDB and I see the writer also wrote ""Sorority House Massacre 2"" & ""Dinosaur Island"" for the director -- both minor classics in their own rights, but obviously ""silly"" Roger Cormon-like Cinema -- this one's more like some of the better Jonathan Demme and Jonathan Kaplan B-pictures of the 70's -- giving you the exploitation element but offering involving drama at the same time -- a real step forward. Not ""Citizen Kane,"" and the comic final moments are a bit disruptive, but a well-written, character-driven above-average straight-to-video actioner. Small achievements like this should not be overlooked when they come along, which is rare enough (as I was reminded as I tried to sit through an Albert Pyun monstrosity called ""Heatseeker"" the other night -- this low-budget stuff isn't as easy as it looks -- but that's another story!)",1
"The trailers for this film were better than the movie. What waste of talent and money. Wish I would've waited for this movie to come on DVD because at least I wouldn't be out $9. The movie totally misses the mark. What could have been a GREAT movie for all actors, turned out to be a B-movie at best. Movie moved VERY slow and just when I thought it was going somewhere, it almost did but then it didn't. In this day and age, we need unpredictable plot twists and closures in film, and this film offered neither. The whole thing about how everyone is a suspect is good, however, not sure if it was the way it was directed, the lighting, the delivery of lines, the writing or what, but nothing came from it. Lot of hype for nothing. I was VERY disappointed in this film, and I'm telling everyone NOT to see it. The cheesy saxophone music throughout made the film worse as well. And the ending had NOTHING to do with the rest of the film. What a disappointment.",0
"Yeah, Madsen's character - whilst talking to the woman from the TV station - is right: the LAPD IS a corrupt, violent and racist police. And this movie changes nothing about it. Okay, here are the good cops, the moral cops, even a black one, whow, a Christian, a martyr. But this is a fairy tale, admit it. Reality is not like that. And most important for the action fans: The shoot out is boring. It's just shooting and shooting and shooting. Nothing more. Play Counter Strike, then you will at least have something to do. The only moral of this film is: The LAPD is good now. No more bad cops in it. If you like uncritical, euphemistic commercials for police and military service, watch this movie. It's the longest commercial I've ever seen. (2 Points for camera and editing).",0
"We have to remember that the 50's were practically a blank slate when it came to movies. Hollywood was in transition from patriotic war movies, noir, two reel oaters, etc to movies with a message. We had Blackboard Jungle, On the Waterfront and so on. Some folks might think that was an improvement. I don't. Who was the mogul who said: If you want to send a message, call Western Union? He was right. These psychological thrillers are less entertainment than some kind of remote therapy.<br /><br />This one is a pip. It's about three sisters trying to wrest control of their dead father's estate. One of them, maybe the only one worth redemption enlists the aid of the company pilot to help her keep the rest of the family at bay. He's initially in it for the bucks, but eventually falls for her. Meanwhile the rest of the family schemes to sabotage the romance. The results are predictable. You get a little bit of everything in this movie. Sexual tension between the sisters. A little subtle masochism. Hereditary insanity - if there is such a thing. We never get to meet the parents, but they must really have been screwed up The cast is practically unknown. One or two of the actors sound vaguely familiar. The acting is so bad it's hard to believe. It was released under the United Artists umbrella by a company called Bel-Air Productions. It was shot in and around LA mostly at night and probably without permits. The end was so bizarre that I thought it was a joke. It was as if they ran out of money and the producer decided to wrap it up in the middle of a scene.<br /><br />I can't explain it - not even to myself - but I gave this pile of trash an 8/10. I'm familiar with the term ""It's so bad it's good"", but I don't think I ever ran into the phenomenon before. Well, maybe ""Hot Rods to Hell"", but this one certainly fits. You might want to try this if you love movies that seem like they were made in somebody's basement.",1
"How do I begin to review a film that will soon be recognized as the `worst film of all time' by the `worst director of all time?' A film that could develop a cult following because it's `so bad it's good?'<br /><br />An analytical approach criticizing the film seems both pointless and part of band-wagon syndrome--let's bash freely without worry of backlash because every other human on earth is doing it, and the people who like the film like it for those flaws we'd cite.<br /><br />The film's universal poor quality goes without saying-- 'Sixteen Years of Alcohol' is not without competition for title of worst film so it has to sink pretty low to acquire the title and keep a hold of it, but I believe this film could go the distance. IMDb doesn't allow enough words to cite all the films failures, and it be much easier to site the elements 'Sixteen Years of Alcohol' does right. Unfortunately, those moments of glory are so far buried in the shadows of this film's poorness that that's a task not worth pursuing.<br /><br />My impressions? I thought I knew what I was getting into, I had been warned to drink several cups of coffee before sitting down to watch this one (wish that suggestion had been cups of Vodka). Despite my low expectations, 'Sixteen Years of Alcohol' failed to entertain me even on a `make fun of the bad movie' level. Not just bad, but obnoxiously bad as though Jobson intentionally tried to make this film a poetical yawn but went into overkill and shoved the poetry down our throats making it not profound but funny . .. and supposedly Jobson sincerely tried to make a good movie? Even after viewing the 'Sixteen Years of Alcohol' promotional literature, I have trouble believing Jobson's sincerity. Pointless and obnoxious till the end with a several grin/chuckle moments (all I'm sure none intentional)spiced the film, and those few elements prevented me from turning the DVD off. So bad it's good? No. It had just enough 'I can't believe this is a serious movie moments' to keep me from turning it off, and nothing more.<br /><br />Definitely a film to watch with a group of bad-movie connoisseurs. Get your own running commentary going. That would've significantly improved the experience for me. So bad it's Mike Myers commentating in his cod Scottish accent on it as it runs, to turn this whole piece of sludge into a comic farce ""Ok dare ma man, pass me annuder gliss of dat wiskey"".",0
"Magicians is a wonderful ride from start to finish, thanks in large part to the magic that is generated by the stars. Alan Arkin is fantastic in one of his best roles in decades. Like any really fine film, it's a journey in which the theme is redemption and the results of dreaming. I can't believe this film is SO difficult to find -- I'd buy it on DVD in a heartbeat but have yet to find an outlet.",1
"I didn't know it was possible to release a movie this bad. The labeling sounded so promising, but you would think that with a cast of 20, at least one of them would be able to act. My wife left me and went to bed after the first 20 minutes. She made a wise decision.",0
"I think this piece of garbage is the best proof that good ideas can be destroyed, why all the American animators thinks that the kids this days wants stupid GI JOE versions of good stories??? the Looney Tunes are some of the most beloved characters in history, but they weren't created to be Xtreme, i mean come on!!! Tiny Toons was a great example of how an old idea can be updated without loosing it's original charm, but this piece of garbage is just an example of stupid corporate decisions that only wants to create a cheap idiotic show that kids will love because hey!!! kids loves superheroes right??? the whole show is only a waste of time in which we see the new versions of the Looney Tunes but this time in superhero form, this doesn't sound too bad but the problem is that this show tries too hard to copy series like batman the animated series, or the new justice league, the result??? bad copies of flash (the road runner) or superman (who else??? bugs bunny) the problem is that Looney Tunes weren't meant to be dramatic, the were supposed to be funny!!!! as i said before this series sucks, and many people wonders why anime is taking all over the world??? this show tries to be dramatic and action packed, but that's something that few series and anime are able to do, if you want to see a good upgrade of an old show watch Tiny Toons, that's an example that it's possible to bring back to life old characters, but with a good story and respecting the original roots. too bad that show is already dead, another corporate wise decision i suppose.",0
"I expected this film to be a run-of-the-mill 1930's romance. Boy meets girl, they fall in love, boy loses girl, boy wins her back in the end. It wasn't like that at all. Clark Gable plays con artist Eddie with all his usual charisma and mischievous eyebrow raising. He is hiding out from the cops when he bursts into Ruby (Jean Harlow)'s apartment, to find her covered in bubbles in the bathtub, no less. Instant chemistry.She plays hard to get for a while, but a girl can only resist that grin for so long. The heat between them is evident, and there are some scenes that are definitely pre-production code! When a blackmail job goes bad and Ruby ends up in a boarding house for ""troubled girls"", she is miserable and, thanks to the ragging her roommate gives her, begins to believe that Eddie will never come for her. Harlow plays the hard-nosed, fast talking Ruby perfectly. She never lets Gable get all the good lines! There is an especially moving scene with her playing ""their song"" on the piano that is acted perfectly. The last fifteen minutes have me crying every time. A truly sweet romance.",1
"An awful film! It must have been up against some real stinkers to be nominated for the Golden Globe. They've taken the story of the first famous female Renaissance painter and mangled it beyond recognition. My complaint is not that they've taken liberties with the facts; if the story were good, that would perfectly fine. But it's simply bizarre -- by all accounts the true story of this artist would have made for a far better film, so why did they come up with this dishwater-dull script? I suppose there weren't enough naked people in the factual version. It's hurriedly capped off in the end with a summary of the artist's life -- we could have saved ourselves a couple of hours if they'd favored the rest of the film with same brevity.",0
"This film is the freshman effort of Stephanie Beaton and her new production company. While it suffers from a few problems, as every low budget production does, it is a good start for Ms. Beaton and her company.<br /><br />The story is not terribly new having been done in films like The Burning and every Friday the 13th since part 2. But, the performances are heartfelt. So many big budget movies just have the actors going through the motions, its always nice to see actors really trying to hone their craft.<br /><br />The story deals with the murder(and possible return) of a disfigured classmate. The others are sworn to secrecy, but the trauma of the event sends each person in different directions in their lifes. Ten years later, the friends are murdered one by one by a gruesome stalker known as ""The Bagman"". Who will survive? You have to watch.<br /><br />If you are Roger Ebert or any number of arrogant critics, you probably shouldn't bother. But if your taste run more towards Joe Bob Briggs and you want to see a group of people honing their craft, then check out ""The Bagman"".",0
"An updated version of a theme which has been done before. While that in and of itself is not bad, this movie doesn't reach the ring like the other ""inherent and pure"" evil ones do. <br /><br />Predictable, ambitious attempt that falls short of the mark. Not worth sitting through for the tired contrived ending.",0
"Most war films made in the US during WWII were great fun to watch but suffered from severe gaps in realism because they were being produced more for propaganda value to raise the spirits at home than anything else. I am not knocking these films as many of them are still very watchable. However, because they so often lack realism they are prevented from being truly great films. A perfect example was the John Garfield film Air Force--in which a B-17 nearly single-handedly takes out half the Japanese air force! However, Pride Of The Marines is a welcome departure--scoring high marks for portraying a true story in a reasonably accurate manner. When I first saw this film, I thought it was NOT a true story as it seemed way too improbable to be true. However, after researching further I found that it was in fact rather true to the amazing story of two men who did so much to earn the Medal of Honor. This is one case where real life seemed too incredible to be true!",1
"This film is shockingly underrated on IMDb. Like so many films, this isn't Shawshank. But it's a reasonably good, if predictable, dance competition / personal growth film. If you want to spend an hour and a half watching a sort of 8 Mile for a female step dancer, than I think you'll like it.<br /><br />Judging from the IMDb ratings, my guess is that this movie was approaching the top 250, and was ""vote bombed"" with many 1s, as happens to so many films that aren't about the mob, don't have special effects, or include non-white or non-straight characters.<br /><br />It's an American film, but it's not a US film. Set mostly in Toronto the cues are subtle, and some audiences may think it's set entirely in the US just because the final competition is in the border city of Detroit.<br /><br />I liked the music. I liked the dance (but not convinced it's worth $50,000 ... but what do I know). The characters were easy on the eyes.<br /><br />I do agree the title sucks. I don't remember anyone in the film saying those words, and it should have an ""s"". (No, it's not a foreign language).<br /><br />There's not a lot to hate about this film (and let's be honest, a vote of 1 means you hated it) so I can only assume that it's an expression of hate for the kind of people in it, and that's sad.",1
"...there's no one else watching the movie. My husband and I went to watch it last night. It's just a small theater, but there's usually a decent amount of people there. Not this time! My husband and I were the ONLY people watching Dragon Wars last night! Now we know why.<br /><br />The movie was by far one of the worst I've ever seen. Yes, the CG was good, but that was it. The acting, script & dialog, directing, editing, etc. was God-awful! Since we were alone in the room, we felt free to talk during the movie. That is, we talked about how bad it was, that it reminded us of The Mighty Morphin Power Rangers, Godzilla, Mortal Combat AND The Lord of the Rings. It was like we expected to see Rita and Lord Zed portraying commanders of Sauron's army.<br /><br />The creatures were ridiculous. You can't just introduce legions of dino/dragon/lizard things loaded down with cannons without explanation. The Lord of the Rings has a wide spectrum of characters, but it introduces and develops them over 3 movies, not in an hour and a half.<br /><br />The scene transitions are horrible. I didn't fall asleep during the movie, but even though it was an overly simple plot, I found myself getting lost in the plot holes.<br /><br />The characters were caucasian Americans, but spoke almost with broken English because of the badly written dialog in the script.<br /><br />The final scene that could have redeemed some value of the movie...failed. Ethan didn't cry when Sarah died...though he hadn't known her for very long during THIS life anyways. He didn't seem too upset to be left in ""Mordor"", not knowing where he was or how to get back. We couldn't for the love of God figure out where he was or how he got there either, but if he wasn't upset we shouldn't be either.<br /><br />Oh, and why did the dress that Sarah's spirit was wearing look like she borrowed it from Queen Elizabeth? One more thing...all 3 of the main hero characters were reincarnations brought back to finish the job. Sarah completes her task and moves on to the afterlife. Jack does this as well. Then why does Ethan get screwed? He's left alone, without the girl, without a map/compass/helicopter to help him get back. What's he supposed to do? Send smoke signals? And IF he gets back home, does he just go back to his job? He should have been given the same mercy of getting killed out of the movie that the other heroes had.<br /><br />Don't waste your time or money on this movie. We only stayed til the end because we'd paid for it, but as soon as the credits hit, we were out the door.",0
"What's with Indonesian musical movies? Never have I seen Indonesian musical movies like the ones made in Bollywood. They miss the spirit of the story and just a bunch of 'what they called' poetic lines.<br /><br />This story about love of two kids who are separated and then meet again after a few years of changes has no special remarks. It's a simple story plot (but it's quite focused though) with 'meant to be' musical story lines here and there.<br /><br />Confusing characters that should be saved by brilliant acting are neglected. The main actress may try to live up the character, but it's the best that she could do, trying. As for the casting, I don't feel the necessity to put a Balinese student in that story and of course, that's not the only unnecessary characters.<br /><br />The strange thing is, why would I want to watch this movie? Maybe because of the mangoes...",0
"I'll keep the review of this program as short as possible. Skip it. Low budget, not funny, lousy script. Acting not quite as bad as the writing, but still bad. That's all you need to know, but I will continue for the sake of writing more than necessary.<br /><br />This is a film with three segments, each one parodying some other type of movie. A MUCH funnier film with this same exact idea is ""Movie Movie,"" with George C. Scott. Very obscure, but worth searching out. MM parodied films of the 1930's, and did it with elegance, precision and dry wit.<br /><br />This movie did not. It parodies three types of films, supposedly from the late 70's, early 80's era, only it is parodying films I've (almost) never heard of. The first is, I guess, a parody of ""Kramer Vs. Kramer,"" in a way. Peter Reigert does his best with a dirt poor script. The second is a parody, of, I don't know what...a Danielle Steele novel? I mean, you might see a story like this on Lifetime TV, but in a movie theater? I mean, I remember the 70's, I was there. This is a soap-opera type parody about a fetching young woman who sleeps her way to power. These type of things usually parody themselves, so I don't see how this was even necessary.<br /><br />We are on somewhat easier ground with the third segment, ""The Municipalians,"" which parodies cop movies. I noted elements of ""The New Centurians"" and some ""Dirty Harry"", both of which were almost 10 years old when the film was created. Yeah, nice and current. Robby Benson plays the idealistic young rookie (over-the-top wimpy) while Richard Widmark plays the grizzled veteran cop who drinks whiskey while sitting in the police car (OH! Stop! My sides! He's actually drinking booze in the Police car! How irreverent!) Note that this was the first film after ""Animal House"" to have the ""National Lampoon"" name attached. Wow. To go in five years from that classic flick to this pile of dung is nothing short of shocking. I could go on for hours about the sad decline that caused one of the most cutting-edge and original voices in American humor (that would be National Lampoon, the original magazine for about its first 10 years or so) to sell out and begin a long, slow slide into a world of crap, where now the magazine is long gone and it only exists as a brand name to slap on low-budget ""comedy"" films for a fee. Yet another reason why capitalism (and cocaine) sucks so bad.<br /><br />Anyway, this movie is a serious time suck. Don't waste your 90 minutes. I want mine back. On the positive side, Fred Willard's in it!",0
"Dolph Lundgren stars as Murray Wilson an alcoholic ex-cop who gets involved with a serial killer who kills during sex, after his brother is murdered, Wilson starts his own investigation and finds out a lot of his brother's secrets in this very dull thriller. Lundgren mails in his performance and the movie is flat and lethargic. Also when has anyone watched a Dolph Lundgren movie for anything but action?",0
"The fine cast cannot uplift this routine tale of a secretary murdered by her married paramour. In fact there are more questions than answers in this one-sided tale of romance and murder; and since we are only provided with the prosecution's side, none of these questions will be answered. This is the type of fare that appeals to the ""He Woman, Man Hater"" clubs of America. As presented, it is the tale of an innocent woman who just happens to be ""caught up"" in a romance with a married, high-profile attorney. Is it possible that IF, she had not been two timing her boy friend and having an affair with a married man, the whole nasty murderous, sordid incident could have been avoided? When you watch this, don't worry about going to the 'fridge, you won't miss anything.",0
"TV pilots, don't you love them? Quinn Martin tried this one out after being successful in a bunch of other TV detective movies, but this one goes nowhere except in the realm of MST where it belongs. Roy Thinnes is Diamond Head who takes orders from Aunt Mary to find super spy Lovejoy, I mean Tree. Zulu and Tso-Tsing are there for ethnic comic relief and not much else. Tree sucks as a bad guy despite all his disguises that makes him look exactly the same as he normally does. There's more unnatural clothing fiber here than you can ever imagine (required in the 1970's)and the show itself is so anti-climatic. Why did it not go to series? You figure it out, it's quite blatant. Again it's fun for MST, but not a lot else!!",0
"This is one of the worst movies I've seen in a long time. The story was boring, the dialogue was atrocious and the acting hammy. I'm not sure if this movie was the result of a film school homework project, but it certainly played like one. It is not even particularly successful in its central conceit of trying to appear as a single continuous take. The whooshing horizontal camera pans are a cheap and unoriginal way of hiding cuts.",0
"I went into this movie knowing nothing about it, and ended up really enjoying it. It lacked authenticity and believability- Some of the things that the characters said and did were completely bizarre, and a lot of the script seemed like it was ad-libbed (perhaps this is typical of Woody Allen? Excuse my ignorance) but the whole audience in the theater was laughing so hard. It wasn't even at the jokes in the movie per se, but at the whole movie itself. The acting reminded me of Seinfeld's acting, where he tries not to laugh at his own jokes- they are corny, but if you don't take the movie too seriously, you can really appreciate the humour of the ACTORS, not the CHARACTERS. If you're looking for a random movie, and you like Woody Allen, I'd definitely recommend it!",1
"After waking up at 3:30 in the morning and not being able to go to sleep, I decided that I may as well be entertained while I suffered from sleep deprivation. This movie was on HBO and I decided to watch it. What a mistake!<br /><br />Here is the plot (potential spoilers, if you even care) : a neurotic man with an addiction to candy (Josh Kornbluth) works as a temp for some ridiculous company. Suddenly, he is offered the chance to ""go perm,"" which seems to be the favorite catch-phrase of this movie. But with a secure job and a secure income within his grasp, Josh decides for whatever stupid reason that he doesn't want to do it. He hopelessly bungles several minor tasks and his laziness and lack of ambition fill me with contempt. His inability to send several ""very important"" letters within a given amount of time is supposed to be hilarious, but is merely stupid. Josh meets and deceives a lawyer woman and they wind up in bed together (obviously a fantasy of Josh's in real life, as such a thing would never happen). A bunch of other stuff happens, but it's too trite and inane to go into now.<br /><br />Despite the fact that this movie is billed as a comedy, I only laughed twice during it; the first time was the opening shot of Josh Kornbluth (my initial reaction was one of stifling fear) and the second was when he was in bed with the attractive woman (yeah, right). Josh Kornbluth is perhaps the most terrifying-looking person I have ever seen in my life. He is an unattractive, overweight, balding Jewish man who I am supposed to believe has sex with beautiful women. I do not at all sympathize with Josh's character. He is lazy and unmotivated and I just don't appreciate the failed attempts at humor. Skip it, even if your life depends upon it.",0
"So-so thriller starring Brad Pitt and Juliette Lewis, who join David Duchovny and Michelle Forbes on a road trip out west. The latter couple are researching notorious murder sites for an upcoming book; Pitt's a serial killer on the lam (unbeknownst to Dave) and Juliette is his poor, not-all-there companion. This is a good cast and the story moves along, but Pitt isn't belivably scary as a serial killer, although it is one of his better earlier roles. The best thing is here is Michelle Forbes, who always manages to shine, whether in her roles on `Homicide: Life on the Street' or in the brief series `Wonderland.'<br /><br />Vote: 6",1
"This crap is like watching paint dry. I'm so disappointed because I was so eager to see it.<br /><br />There simply is no meaning to this film. If it were never made, no one would notice or care. It's hyped up because of all the big names in it, but if ""nobody's"" were in, nobody would give this film any love.<br /><br />Seriously, I was at the point where half-way through the film I would look at Vanessa Redgrave and think, ""Hurry up and die already!"" This is like the ""Joy Luck Club"" without any of the friggin' joy. It's the ""Ocean's 13"" (nothing but a big-named cast) of mother-daughter movies and completely anti-climatic...oh until it's finally over.<br /><br />I'm sure they'll all be nominated for Oscars...<br /><br />- 4 stars for cinematography and the ability to convince great actresses to commit to this junk.",0
